File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000PZM	bam	bam		alignments	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1		36					/files/ENCFF000PZY/	1076704850	Richard Myers, HAIB	6f0499d31a3f646b08bab254754a8755		https://www.encodeproject.org/files/ENCFF000PZM/@@download/ENCFF000PZM.bam				archived	s3://encode-public/2012/01/23/a0396744-568c-49df-8df9-78784f5ae7a9/ENCFF000PZM.bam	https://datasetencode.blob.core.windows.net/dataset/2012/01/23/a0396744-568c-49df-8df9-78784f5ae7a9/ENCFF000PZM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF000PZV	fastq	fastq		reads		ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1	36		single-ended					494929517	Richard Myers, HAIB	d09692ac6acf1416cc43e5ef452e0223		https://www.encodeproject.org/files/ENCFF000PZV/@@download/ENCFF000PZV.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000QET/	released	s3://encode-public/2012/01/23/59538562-f710-40be-a320-9661cea0e26f/ENCFF000PZV.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2012/01/23/59538562-f710-40be-a320-9661cea0e26f/ENCFF000PZV.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF000PZY	fastq	fastq		reads		ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1	36		single-ended					1026344517	Richard Myers, HAIB	937f6244ae245604b7e3098cf3ee6665		https://www.encodeproject.org/files/ENCFF000PZY/@@download/ENCFF000PZY.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000QET/	released	s3://encode-public/2012/01/23/7e94ac52-6ae9-40dd-bc3d-82525a45d27f/ENCFF000PZY.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2012/01/23/7e94ac52-6ae9-40dd-bc3d-82525a45d27f/ENCFF000PZY.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF002CLW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BMD	TF ChIP-seq		EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document											547340	ENCODE Consortium Analysis Working Group	7f45cf21d10df1bd05cc423854e7a79f		https://www.encodeproject.org/files/ENCFF002CLW/@@download/ENCFF002CLW.bed.gz				archived	s3://encode-public/2014/06/06/8e6611ff-f044-4efb-926f-e0c4c3ebb7bb/ENCFF002CLW.narrowPeak.gz	https://datasetencode.blob.core.windows.net/dataset/2014/06/06/8e6611ff-f044-4efb-926f-e0c4c3ebb7bb/ENCFF002CLW.narrowPeak.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF331TRC	bam	bam		alignments	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF000PZV/	189715385	ENCODE Processing Pipeline	7a7b384e5a57335211f6b39bd28a8b8b		https://www.encodeproject.org/files/ENCFF331TRC/@@download/ENCFF331TRC.bam				released	s3://encode-public/2016/12/10/8b9e706a-88da-4a1e-ae88-2fbb3d258d94/ENCFF331TRC.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/10/8b9e706a-88da-4a1e-ae88-2fbb3d258d94/ENCFF331TRC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF236BRO	bam	bam		unfiltered alignments	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF000PZV/	563509802	ENCODE Processing Pipeline	cb51747847cf9f59f35b28effac2a13e		https://www.encodeproject.org/files/ENCFF236BRO/@@download/ENCFF236BRO.bam				released	s3://encode-public/2016/12/10/db2cc4cf-9d75-494c-b628-187b8af435d9/ENCFF236BRO.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/10/db2cc4cf-9d75-494c-b628-187b8af435d9/ENCFF236BRO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF174XBV	bam	bam		unfiltered alignments	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1		36					/files/ENCFF000PZY/, /files/ENCFF643CGH/	1324290862	ENCODE Processing Pipeline	cc5b8b9c0000a55124ffc0cb7afdd731		https://www.encodeproject.org/files/ENCFF174XBV/@@download/ENCFF174XBV.bam				released	s3://encode-public/2016/12/10/f07d0413-4c1b-4db8-bcc2-bc33e7d9fcf7/ENCFF174XBV.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/10/f07d0413-4c1b-4db8-bcc2-bc33e7d9fcf7/ENCFF174XBV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF535PLW	bam	bam		alignments	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1		36					/files/ENCFF000PZY/, /files/ENCFF643CGH/	767172471	ENCODE Processing Pipeline	298e40432ceeb43681e43e6c31aa40d2		https://www.encodeproject.org/files/ENCFF535PLW/@@download/ENCFF535PLW.bam				released	s3://encode-public/2016/12/10/fe714aa4-f9c1-45fc-a6cc-36f4da723af8/ENCFF535PLW.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/10/fe714aa4-f9c1-45fc-a6cc-36f4da723af8/ENCFF535PLW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF622LEW	bam	bam		unfiltered alignments	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF000PZV/	562418712	ENCODE Processing Pipeline	bac1ff8780d8d1caf26e34f05621e81e		https://www.encodeproject.org/files/ENCFF622LEW/@@download/ENCFF622LEW.bam				released	s3://encode-public/2016/12/11/cc9e555c-c547-4d42-832f-8c8f0d9ac7ce/ENCFF622LEW.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/11/cc9e555c-c547-4d42-832f-8c8f0d9ac7ce/ENCFF622LEW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF649QHV	bam	bam		alignments	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF000PZV/	189978068	ENCODE Processing Pipeline	3a5e6de3bdedba129a7a9623f3a29aad		https://www.encodeproject.org/files/ENCFF649QHV/@@download/ENCFF649QHV.bam				released	s3://encode-public/2016/12/11/121841bb-589e-4e46-b7fd-64a4b0c6e1ae/ENCFF649QHV.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/11/121841bb-589e-4e46-b7fd-64a4b0c6e1ae/ENCFF649QHV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF400SJA	bam	bam		alignments	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1		36					/files/ENCFF000PZY/, /files/ENCFF807MUK/	767732324	ENCODE Processing Pipeline	62bd020b3f854ed98a5598c63c1f35a2		https://www.encodeproject.org/files/ENCFF400SJA/@@download/ENCFF400SJA.bam				released	s3://encode-public/2016/12/11/a6b140a8-f711-4f00-a2cd-774da22748ae/ENCFF400SJA.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/11/a6b140a8-f711-4f00-a2cd-774da22748ae/ENCFF400SJA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF591FHN	bam	bam		unfiltered alignments	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1		36					/files/ENCFF000PZY/, /files/ENCFF807MUK/	1321017359	ENCODE Processing Pipeline	2ad101fb274e4591871122e9026abf36		https://www.encodeproject.org/files/ENCFF591FHN/@@download/ENCFF591FHN.bam				released	s3://encode-public/2016/12/11/592ea6b2-1e92-4e82-8576-c8535bc4e518/ENCFF591FHN.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/11/592ea6b2-1e92-4e82-8576-c8535bc4e518/ENCFF591FHN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF914RGQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF535PLW/, /files/ENCFF913HVS/, /files/ENCFF331TRC/	5484339	ENCODE Processing Pipeline	a14031581d0788f2eda7584f5fea43c6		https://www.encodeproject.org/files/ENCFF914RGQ/@@download/ENCFF914RGQ.bed.gz				released	s3://encode-public/2016/12/16/aadabe4e-8406-4599-a57c-e216ef7c84ed/ENCFF914RGQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/aadabe4e-8406-4599-a57c-e216ef7c84ed/ENCFF914RGQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF617WYS	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF914RGQ/, /files/ENCFF419RSJ/, /files/ENCFF373RYW/, /files/ENCFF940ZYR/	276128	ENCODE Processing Pipeline	22af1e45992aaabb040e3d227c4300d0		https://www.encodeproject.org/files/ENCFF617WYS/@@download/ENCFF617WYS.bed.gz				released	s3://encode-public/2016/12/16/f393e73d-1c21-443e-a396-21f2d00222f2/ENCFF617WYS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/f393e73d-1c21-443e-a396-21f2d00222f2/ENCFF617WYS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF463GCH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF914RGQ/, /files/ENCFF419RSJ/, /files/ENCFF373RYW/, /files/ENCFF940ZYR/	569548	ENCODE Processing Pipeline	425ae520c266a3da61db4b1767c41189		https://www.encodeproject.org/files/ENCFF463GCH/@@download/ENCFF463GCH.bed.gz				released	s3://encode-public/2016/12/16/6e25f93b-ed43-41bb-9b23-c4afaa98042d/ENCFF463GCH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/6e25f93b-ed43-41bb-9b23-c4afaa98042d/ENCFF463GCH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF373RYW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF913HVS/, /files/ENCFF331TRC/	1718491	ENCODE Processing Pipeline	2ea02304fb23b1579258f43d988f1954		https://www.encodeproject.org/files/ENCFF373RYW/@@download/ENCFF373RYW.bed.gz				released	s3://encode-public/2016/12/16/ab2dd81e-1f78-4b9d-b781-ed254e3dd1da/ENCFF373RYW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/ab2dd81e-1f78-4b9d-b781-ed254e3dd1da/ENCFF373RYW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF940ZYR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF913HVS/, /files/ENCFF535PLW/	5090410	ENCODE Processing Pipeline	af49958ede7ca18fdc1a0dfe0afdcbbc		https://www.encodeproject.org/files/ENCFF940ZYR/@@download/ENCFF940ZYR.bed.gz				released	s3://encode-public/2016/12/16/44b5d76f-2e98-4161-bc5f-d726ced509c4/ENCFF940ZYR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/44b5d76f-2e98-4161-bc5f-d726ced509c4/ENCFF940ZYR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF445HQE	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF649QHV/, /files/ENCFF400SJA/, /files/ENCFF701KUD/	5484780	ENCODE Processing Pipeline	9d9c8373f8ae66c59eb68f0976483a33		https://www.encodeproject.org/files/ENCFF445HQE/@@download/ENCFF445HQE.bed.gz				released	s3://encode-public/2017/12/08/6950cdcb-9003-4695-ae05-8d9308ce6b0e/ENCFF445HQE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/6950cdcb-9003-4695-ae05-8d9308ce6b0e/ENCFF445HQE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF634DSI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF701KUD/, /files/ENCFF400SJA/	5092351	ENCODE Processing Pipeline	312cb573a1d3431bd073463f0d75d458		https://www.encodeproject.org/files/ENCFF634DSI/@@download/ENCFF634DSI.bed.gz				released	s3://encode-public/2017/12/08/3a38d5a3-b5cb-4796-bd04-8053189511dc/ENCFF634DSI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/3a38d5a3-b5cb-4796-bd04-8053189511dc/ENCFF634DSI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF368HEW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF445HQE/, /files/ENCFF001TDO/, /files/ENCFF634DSI/, /files/ENCFF875HXY/	275080	ENCODE Processing Pipeline	c59322150fab933e3bb751e22e3afb6c		https://www.encodeproject.org/files/ENCFF368HEW/@@download/ENCFF368HEW.bed.gz				released	s3://encode-public/2017/12/08/dda36f63-208a-4ba8-8eee-50155aa776a4/ENCFF368HEW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/dda36f63-208a-4ba8-8eee-50155aa776a4/ENCFF368HEW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF564WEB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF445HQE/, /files/ENCFF001TDO/, /files/ENCFF634DSI/, /files/ENCFF875HXY/	561894	ENCODE Processing Pipeline	eacf14da9a574f49fd8a632a87be3b4d		https://www.encodeproject.org/files/ENCFF564WEB/@@download/ENCFF564WEB.bed.gz				released	s3://encode-public/2017/12/08/0cd1b2b2-e0ff-4345-bda2-b01fceb4bb43/ENCFF564WEB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/0cd1b2b2-e0ff-4345-bda2-b01fceb4bb43/ENCFF564WEB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF875HXY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF649QHV/, /files/ENCFF701KUD/	1602818	ENCODE Processing Pipeline	81ba7eff0351c58785226e55900ea318		https://www.encodeproject.org/files/ENCFF875HXY/@@download/ENCFF875HXY.bed.gz				released	s3://encode-public/2017/12/08/ef6b7b2f-f6ef-4426-86ce-2b1854154c7b/ENCFF875HXY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/ef6b7b2f-f6ef-4426-86ce-2b1854154c7b/ENCFF875HXY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF688TNZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF993KZB/, /files/ENCFF579FHH/, /files/ENCFF939RUV/, /files/ENCFF395PSG/, /files/ENCFF356LFX/, /files/ENCFF431DRS/	540884	ENCODE Processing Pipeline	dd47e6640536b653a6580bd8433f4c58		https://www.encodeproject.org/files/ENCFF688TNZ/@@download/ENCFF688TNZ.bed.gz				released	s3://encode-public/2020/12/26/8a4fe39b-0582-448d-acf4-df6703d9632b/ENCFF688TNZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/8a4fe39b-0582-448d-acf4-df6703d9632b/ENCFF688TNZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF135LLK	bam	bam		unfiltered alignments	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1		36					/files/ENCFF110MCL/, /files/ENCFF000PZV/	558107069	ENCODE Processing Pipeline	c67d61bfc8d1a9e66ad43f7973234f1b		https://www.encodeproject.org/files/ENCFF135LLK/@@download/ENCFF135LLK.bam				released	s3://encode-public/2020/12/26/b6a474ef-1f0e-412f-8ebf-b66c9103ce68/ENCFF135LLK.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/b6a474ef-1f0e-412f-8ebf-b66c9103ce68/ENCFF135LLK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
ENCFF590XME	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF993KZB/, /files/ENCFF579FHH/, /files/ENCFF939RUV/, /files/ENCFF395PSG/, /files/ENCFF356LFX/, /files/ENCFF431DRS/	265103	ENCODE Processing Pipeline	b2c973867119702f12aad9e5b9d4fb1e		https://www.encodeproject.org/files/ENCFF590XME/@@download/ENCFF590XME.bed.gz				released	s3://encode-public/2020/12/26/71d38572-20a9-4d11-82a8-b88f0028f30c/ENCFF590XME.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/71d38572-20a9-4d11-82a8-b88f0028f30c/ENCFF590XME.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, control low read depth	severe bottlenecking, insufficient read depth, insufficient replicate concordance, poor library complexity	
