File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Experiment target	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF709JTT	fastq	fastq		reads		ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	1	1_1	100		paired-ended	2	/files/ENCFF973HAL/			2523510260	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF709JTT/@@download/ENCFF709JTT.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF587UAW/	released	s3://encode-public/2021/12/16/4184e8dd-4597-4fce-a9f9-daed270acaf3/ENCFF709JTT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/12/16/4184e8dd-4597-4fce-a9f9-daed270acaf3/ENCFF709JTT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			inconsistent platforms, mild to moderate bottlenecking		
ENCFF251JQU	fastq	fastq		reads		ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	2	2_1	100		paired-ended	2	/files/ENCFF866CMD/			2489526813	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF251JQU/@@download/ENCFF251JQU.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF587UAW/	released	s3://encode-public/2021/12/16/803c3eac-c7b8-4d75-9fdc-51831739f433/ENCFF251JQU.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/12/16/803c3eac-c7b8-4d75-9fdc-51831739f433/ENCFF251JQU.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			inconsistent platforms, mild to moderate bottlenecking		
ENCFF973HAL	fastq	fastq		reads		ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	1	1_1	100		paired-ended	1	/files/ENCFF709JTT/			2400505460	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF973HAL/@@download/ENCFF973HAL.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF766LCF/	released	s3://encode-public/2021/12/16/6ec906c6-ab85-4951-9c24-6fc809f40048/ENCFF973HAL.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/12/16/6ec906c6-ab85-4951-9c24-6fc809f40048/ENCFF973HAL.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			inconsistent platforms, mild to moderate bottlenecking		
ENCFF866CMD	fastq	fastq		reads		ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	2	2_1	100		paired-ended	1	/files/ENCFF251JQU/			2341589252	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF866CMD/@@download/ENCFF866CMD.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF766LCF/	released	s3://encode-public/2021/12/16/565de1a4-9deb-46d1-baed-2b1583d00dd1/ENCFF866CMD.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/12/16/565de1a4-9deb-46d1-baed-2b1583d00dd1/ENCFF866CMD.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			inconsistent platforms, mild to moderate bottlenecking		
ENCFF748UJX	bam	bam		alignments	GRCh38	ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	1	1_1		100					/files/ENCFF973HAL/, /files/ENCFF110MCL/, /files/ENCFF709JTT/	3256490766	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF748UJX/@@download/ENCFF748UJX.bam				released	s3://encode-public/2022/02/14/b2a3dc89-f144-4292-8cf1-2176bfd705a9/ENCFF748UJX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/b2a3dc89-f144-4292-8cf1-2176bfd705a9/ENCFF748UJX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		
ENCFF655CJO	bam	bam		alignments	GRCh38	ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF866CMD/, /files/ENCFF251JQU/	3218553833	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF655CJO/@@download/ENCFF655CJO.bam				released	s3://encode-public/2022/02/14/397b6685-5a9e-43b3-a18a-ed90fff29315/ENCFF655CJO.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/397b6685-5a9e-43b3-a18a-ed90fff29315/ENCFF655CJO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		
ENCFF472ZAS	bam	bam		unfiltered alignments	GRCh38	ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF866CMD/, /files/ENCFF251JQU/	4722526612	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF472ZAS/@@download/ENCFF472ZAS.bam				released	s3://encode-public/2022/02/14/f0d61647-e328-4c44-993f-4e4acae1da9c/ENCFF472ZAS.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/f0d61647-e328-4c44-993f-4e4acae1da9c/ENCFF472ZAS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		
ENCFF908ZIY	bam	bam		unfiltered alignments	GRCh38	ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	1	1_1		100					/files/ENCFF973HAL/, /files/ENCFF110MCL/, /files/ENCFF709JTT/	4785265140	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF908ZIY/@@download/ENCFF908ZIY.bam				released	s3://encode-public/2022/02/14/0aa1f5bb-f816-4e08-88c9-ad44fe1866c2/ENCFF908ZIY.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/0aa1f5bb-f816-4e08-88c9-ad44fe1866c2/ENCFF908ZIY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		
ENCFF518SJY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF655CJO/, /files/ENCFF174OKT/, /files/ENCFF748UJX/	30993	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF518SJY/@@download/ENCFF518SJY.bed.gz				released	s3://encode-public/2022/02/14/3962ad5b-ea8d-4b78-940e-49c9c133747b/ENCFF518SJY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/3962ad5b-ea8d-4b78-940e-49c9c133747b/ENCFF518SJY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		
ENCFF197OVV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	1	1_1							/files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF748UJX/	14131	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF197OVV/@@download/ENCFF197OVV.bed.gz				released	s3://encode-public/2022/02/14/eff17441-2efe-4943-acbc-1ef42f316e5c/ENCFF197OVV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/eff17441-2efe-4943-acbc-1ef42f316e5c/ENCFF197OVV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		
ENCFF266WKD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF655CJO/, /files/ENCFF174OKT/, /files/ENCFF748UJX/	30396	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF266WKD/@@download/ENCFF266WKD.bed.gz				released	s3://encode-public/2022/02/14/af6da922-7de0-47b1-8004-417acde2868f/ENCFF266WKD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/af6da922-7de0-47b1-8004-417acde2868f/ENCFF266WKD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		
ENCFF870OTG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR208VNN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	IFI16-human	2	2_1							/files/ENCFF356LFX/, /files/ENCFF655CJO/, /files/ENCFF174OKT/	13584	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF870OTG/@@download/ENCFF870OTG.bed.gz				released	s3://encode-public/2022/02/14/c31e3569-ff6a-4e02-9c62-67c390b5a1f2/ENCFF870OTG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/c31e3569-ff6a-4e02-9c62-67c390b5a1f2/ENCFF870OTG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		
ENCFF444WAX	fastq	fastq		reads		ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	1	1_1	100		single-ended					3967980719	Richard Myers, HAIB	https://www.encodeproject.org/files/ENCFF444WAX/@@download/ENCFF444WAX.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2021/10/22/2a8e68ca-a25a-4629-bd63-6206a769dc23/ENCFF444WAX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/22/2a8e68ca-a25a-4629-bd63-6206a769dc23/ENCFF444WAX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, missing genetic modification reagents, missing controlled_by		
ENCFF370HYI	fastq	fastq		reads		ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	2	2_1	100		single-ended					2518942568	Richard Myers, HAIB	https://www.encodeproject.org/files/ENCFF370HYI/@@download/ENCFF370HYI.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF304HKO/	released	s3://encode-public/2021/10/22/a6a02f66-dfa1-4f05-bed4-31ff81101d7e/ENCFF370HYI.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/22/a6a02f66-dfa1-4f05-bed4-31ff81101d7e/ENCFF370HYI.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF728YNF	bam	bam		unfiltered alignments	GRCh38	ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	1	1_1		100					/files/ENCFF110MCL/, /files/ENCFF444WAX/	3355792115	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF728YNF/@@download/ENCFF728YNF.bam				released	s3://encode-public/2022/02/07/212fd269-6513-41a3-ac12-923008b68a7d/ENCFF728YNF.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/212fd269-6513-41a3-ac12-923008b68a7d/ENCFF728YNF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF369OQH	bam	bam		unfiltered alignments	GRCh38	ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF370HYI/	2310496434	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF369OQH/@@download/ENCFF369OQH.bam				released	s3://encode-public/2022/02/07/5ea8e869-cba8-4691-9c4d-75989c2682d0/ENCFF369OQH.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/5ea8e869-cba8-4691-9c4d-75989c2682d0/ENCFF369OQH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF100RAQ	bam	bam		alignments	GRCh38	ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	1	1_1		100					/files/ENCFF110MCL/, /files/ENCFF444WAX/	2328876109	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF100RAQ/@@download/ENCFF100RAQ.bam				released	s3://encode-public/2022/02/07/2f343958-cfb2-4180-ac04-21e77b3cbaa8/ENCFF100RAQ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/2f343958-cfb2-4180-ac04-21e77b3cbaa8/ENCFF100RAQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF550KSJ	bam	bam		alignments	GRCh38	ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF370HYI/	1548648705	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF550KSJ/@@download/ENCFF550KSJ.bam				released	s3://encode-public/2022/02/07/75fe53f9-741c-49d3-bf28-f4e9bdd27cdb/ENCFF550KSJ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/75fe53f9-741c-49d3-bf28-f4e9bdd27cdb/ENCFF550KSJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF380WOC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	2	2_1							/files/ENCFF550KSJ/, /files/ENCFF356LFX/, /files/ENCFF604PVE/	275985	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF380WOC/@@download/ENCFF380WOC.bed.gz				released	s3://encode-public/2022/02/07/9c42aac6-ffaa-48fb-804b-e4b33cd2c289/ENCFF380WOC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/9c42aac6-ffaa-48fb-804b-e4b33cd2c289/ENCFF380WOC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF913XQO	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	1, 2	1_1, 2_1							/files/ENCFF550KSJ/, /files/ENCFF100RAQ/, /files/ENCFF356LFX/, /files/ENCFF604PVE/	347623	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF913XQO/@@download/ENCFF913XQO.bed.gz				released	s3://encode-public/2022/02/07/74500ee9-eac7-4477-9604-b998986e91c6/ENCFF913XQO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/74500ee9-eac7-4477-9604-b998986e91c6/ENCFF913XQO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF578AXR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	1	1_1							/files/ENCFF100RAQ/, /files/ENCFF356LFX/, /files/ENCFF604PVE/	262467	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF578AXR/@@download/ENCFF578AXR.bed.gz				released	s3://encode-public/2022/02/07/732873bc-776d-4077-bf27-e84e4f5855c7/ENCFF578AXR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/732873bc-776d-4077-bf27-e84e4f5855c7/ENCFF578AXR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF255QDL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR787CHF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	USF1-human	1, 2	1_1, 2_1							/files/ENCFF550KSJ/, /files/ENCFF100RAQ/, /files/ENCFF356LFX/, /files/ENCFF604PVE/	360934	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF255QDL/@@download/ENCFF255QDL.bed.gz				released	s3://encode-public/2022/02/07/4e7eff83-ce30-48a9-86da-53c900d8b854/ENCFF255QDL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/4e7eff83-ce30-48a9-86da-53c900d8b854/ENCFF255QDL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF263VVK	fastq	fastq		reads		ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MAX-human	1	1_1	100		single-ended					2333841738	Richard Myers, HAIB	https://www.encodeproject.org/files/ENCFF263VVK/@@download/ENCFF263VVK.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2021/10/22/9a7b4884-c4c2-41f5-bd67-08fe8623bf66/ENCFF263VVK.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/22/9a7b4884-c4c2-41f5-bd67-08fe8623bf66/ENCFF263VVK.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, missing genetic modification reagents, missing controlled_by		
ENCFF869CVF	fastq	fastq		reads		ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MAX-human	2	2_1	100		single-ended					2776164222	Richard Myers, HAIB	https://www.encodeproject.org/files/ENCFF869CVF/@@download/ENCFF869CVF.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2021/10/22/46db6acf-3a3a-4708-9f0a-da944ecb2dce/ENCFF869CVF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/22/46db6acf-3a3a-4708-9f0a-da944ecb2dce/ENCFF869CVF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, missing genetic modification reagents, missing controlled_by		
ENCFF822HFK	bam	bam		unfiltered alignments	GRCh38	ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MAX-human	1	1_1		100					/files/ENCFF263VVK/, /files/ENCFF110MCL/	2081409270	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF822HFK/@@download/ENCFF822HFK.bam				released	s3://encode-public/2022/02/07/7ac6f491-ce77-431a-bfe7-f2f437408b6d/ENCFF822HFK.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/7ac6f491-ce77-431a-bfe7-f2f437408b6d/ENCFF822HFK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF266YHW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MAX-human	1, 2	1_1, 2_1							/files/ENCFF428YJS/, /files/ENCFF356LFX/, /files/ENCFF870SUX/, /files/ENCFF604PVE/	525123	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF266YHW/@@download/ENCFF266YHW.bed.gz				released	s3://encode-public/2022/02/07/1af1fce7-ff58-4837-8fc0-a85778e9a24a/ENCFF266YHW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/1af1fce7-ff58-4837-8fc0-a85778e9a24a/ENCFF266YHW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF428YJS	bam	bam		alignments	GRCh38	ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MAX-human	1	1_1		100					/files/ENCFF263VVK/, /files/ENCFF110MCL/	1421049287	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF428YJS/@@download/ENCFF428YJS.bam				released	s3://encode-public/2022/02/07/184ab342-105d-47ae-8057-2d91eb2cb0c8/ENCFF428YJS.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/184ab342-105d-47ae-8057-2d91eb2cb0c8/ENCFF428YJS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF910AYS	bam	bam		unfiltered alignments	GRCh38	ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MAX-human	2	2_1		100					/files/ENCFF869CVF/, /files/ENCFF110MCL/	2435210681	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF910AYS/@@download/ENCFF910AYS.bam				released	s3://encode-public/2022/02/07/b8a696d0-bfbc-45de-b225-3f907bd1a175/ENCFF910AYS.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/b8a696d0-bfbc-45de-b225-3f907bd1a175/ENCFF910AYS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF870SUX	bam	bam		alignments	GRCh38	ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MAX-human	2	2_1		100					/files/ENCFF869CVF/, /files/ENCFF110MCL/	1709821702	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF870SUX/@@download/ENCFF870SUX.bam				released	s3://encode-public/2022/02/07/3fe13aec-a2d2-4b53-9c56-4d578adc6672/ENCFF870SUX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/3fe13aec-a2d2-4b53-9c56-4d578adc6672/ENCFF870SUX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF586AUN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MAX-human	1	1_1							/files/ENCFF428YJS/, /files/ENCFF356LFX/, /files/ENCFF604PVE/	345683	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF586AUN/@@download/ENCFF586AUN.bed.gz				released	s3://encode-public/2022/02/07/14abe056-4eaa-492a-a2d6-46d132613af3/ENCFF586AUN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/14abe056-4eaa-492a-a2d6-46d132613af3/ENCFF586AUN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF631IHP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MAX-human	2	2_1							/files/ENCFF604PVE/, /files/ENCFF356LFX/, /files/ENCFF870SUX/	448775	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF631IHP/@@download/ENCFF631IHP.bed.gz				released	s3://encode-public/2022/02/07/e2135aea-28db-47b2-8a18-7c475336c796/ENCFF631IHP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/e2135aea-28db-47b2-8a18-7c475336c796/ENCFF631IHP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
